,Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
4792,200 m,21.24,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Yacouba Bello,21.24
4793,400 m,48.06,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Issa Bello,48.06
4794,800 m,01:50.8,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Moussa Daweye,110.8
4795,1500 m,03:52.5,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Adamou Dogo,232.5
4796,3000 m,08:15.0,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Oumarou Souley,495.0
4797,5000 m,14:21.4,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Inni Aboubacar,861.4
4798,10000 m,30:18.5,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Inni Aboubacar,1818.5
4799,Half marathon,1:06:28,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Souley Oumarou,3988.0
4800,Marathon,2:25:05,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Abdou Manzo,8705.0
4801,110 m hurdles,14.93,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Ibrahim Tondi,14.93
4802,400 m hurdles,52.33,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Nasser Dan Matha,52.33
4803,3000 m steeplechase,09:14.2,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,El Hadj Issa Abdoulaye,554.2
4804,High jump,2.08,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Abdou Mahmane Sani,2.08
4805,Pole vault,4.9,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Smaël Madougou,4.9
4806,Long jump,7.27,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Abdoulaye Garba,7.27
4807,Triple jump,15.4,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Harouna Doulla,15.4
4808,Shot put,13.24,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Lawali Gamji,13.24
4809,Discus throw,38.94,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Chaibou Yahaya,38.94
4810,Javelin throw,56.36,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Abdoulaziz Garba,56.36
4811,100 m,11.5,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Aminatou Seyni,11.5
4812,200 m,22.89,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Aminatou Seyni,22.89
4813,400 m,49.19,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Aminatou Seyni,49.19
4814,800 m,02:12.8,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Ramatoulaye Moumouni,132.8
4815,1500 m,04:46.8,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Ramatoulaye Moumouni,286.8
4816,3000 m,10:28.1,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Rachida Mamane,628.1
4817,5000 m,18:15.7,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Rachida Mamane,1095.7
4818,Half marathon,1:27:57,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Balkissa Abdoulaye,5277.0
4819,400 m hurdles,01:07.4,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Rachida Seyni Maikido,67.4
4820,High jump,1.55,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Malika Abdou,1.55
4821,Long jump,5.21,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Yahanatou Ibrahim,5.21
4822,Triple jump,10.04,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Farida Illaoua,10.04
4823,Shot put,13.37,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Leila Yahaya,13.37
4824,Discus throw,30.83,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Leila Yahaya,30.83
4825,Javelin throw,32.13,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Female,NE,NER,562.0,Hassia Hassan,32.13
4826,100 m,9.85,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Olusoji Fasuba,9.85
4827,200 m,19.73,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Divine Oduduru,19.73
4828,400 m,44.17,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Innocent Egbunike,44.17
4829,800 m,01:44.8,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Edose Ibadin,104.8
4830,1500 m,03:42.8,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Ado Maude,222.8
4831,3000 m,08:13.0,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Ibrahim Kabir,493.0
4832,5000 m,14:15.5,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Timon Gunem,855.5
4833,10000 m,29:04.5,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Itsifamus Choolon,1744.5
4834,Half marathon,1:04:18,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Emmanuel Gyang,3858.0
4835,Marathon,2:16:06,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Mohamed Abbas,8166.0
4836,110 m hurdles,13.27,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Antwon Hicks,13.27
4837,400 m hurdles,48.5,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Henry Amike,48.5
4838,3000 m steeplechase,08:58.6,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Zacharia Fwangfur,538.6
4839,High jump,2.27,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Anthony Idiata,2.27
4840,Pole vault,4.6,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Peter Moreno,4.6
4841,Long jump,8.27,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Yusuf Alli,8.27
4842,Triple jump,17.26,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Ajayi Agbebaku,17.26
4843,Shot put,21.77,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Chukwuebuka Enekwechi,21.77
4844,Discus throw,67.8,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Adewale Olukoju,67.8
4845,Hammer throw,66.92,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Christian Okoye,66.92
4846,Javelin throw,81.08,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,Pius Bazighe,81.08
4847,4 × 100 m relay,37.94,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,NigeriaOsmond EzinwaOlapade AdenikenFrancis ObikweluDavidson Ezinwa,37.94
4848,4 × 400 m relay,02:58.7,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Male,NG,NGA,566.0,NigeriaClement ChukwuJude MonyeSunday BadaEnefiok Udo-Obong,178.7
4849,100 m,10.79,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Blessing Okagbare,10.79
4850,200 m,22.04,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Blessing Okagbare,22.04
4851,400 m,49.1,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Falilat Ogunkoya,49.1
4852,800 m,02:02.0,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Grace Ebor,122.0
4853,1500 m,04:17.1,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Victoria Moradeyo,257.1
4854,3000 m,09:41.3,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Itsemhike Anwalimhobor,581.3
4855,5000 m,15:47.6,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Aminat Olowora,947.6
4856,10000 m,33:43.0,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Aminat Olowora,2023.0
4857,Marathon,2:40:37,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Mary Akor,9637.0
4858,100 m hurdles,12.44,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Glory Alozie,12.44
4859,400 m hurdles,54.4,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Muizat Ajoke Odumosu,54.4
4860,High jump,1.95,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Doreen Amata,1.95
4861,Pole vault,3.2,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Victoria Itodo,3.2
4862,Long jump,7.12,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Chioma Ajunwa,7.12
4863,Triple jump,14.21,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Chinonye Ohadugha,14.21
4864,Shot put,18.43,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Vivian Chukwuemeka,18.43
4865,Discus throw,61.58,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Chinwe Okoro,61.58
4866,Hammer throw,68.85,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Temilola Ogunrinde,68.85
4867,Javelin throw,58.15,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,Kelechi Nwanaga,58.15
4868,4 × 100 m relay,42.39,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,NigeriaBeatrice UtonduFaith IdehenChristy Opara-ThompsonMary Onyali-Omagbemi,42.39
4869,4 × 400 m relay,03:21.0,Nigeria,Africa,https://en.wikipedia.org/wiki/List_of_Nigerian_records_in_athletics,NG,9.081999,8.675277,Female,NG,NGA,566.0,NigeriaOlabisi AfolabiFatima YusufCharity OparaFalilat Ogunkoya,201.0
4870,100 m,10.54,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Lagaua Patuavalu a.k.a. Isaac Tatoa,10.54
4871,200 m,22,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Lagaua Patuavalu a.k.a. Isaac Tatoa,22.0
4872,400 m,52.87,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Kalapu Liutose Liuvaie,52.87
4873,800 m,02:09.9,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,John Malcolm,129.9
4874,1500 m,04:43.1,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,John Malcolm,283.1
4875,5000 m,20:01.2,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Palana Ahotala,1201.2
4876,10000 m,34:17.1,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Palana Ahotala,2057.1
4877,Marathon,3:30:00,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Simpson Ikimau,12600.0
4878,110 m hurdles,20.17,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,John William Tutaki,20.17
4879,400 m hurdles,01:04.1,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Tom Dooley Jackson,64.1
4880,3000 m steeplechase,11:51.2,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Pihigia Talagi,711.2
4881,High jump,1.74,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,James Tonga,1.74
4882,Pole vault,3.1,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,John Kumitau,3.1
4883,Long jump,6.26,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Billy Paea,6.26
4884,Triple jump,13.42,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Ian Hipa,13.42
4885,Shot put,12.13,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Nia Misikea,12.13
4886,Discus throw,39.23,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Jinnam Hopotoa,39.23
4887,Javelin throw,51.68,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,Ikipa Misikea,51.68
4888,4 × 100 m relay,42.95,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,NiueBilli PaeaAfele LeonaLupo KumitauMathew Faleuka,42.95
4889,4 × 400 m relay,03:42.4,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Male,NU,NIU,570.0,NiueHakemotu LaufoliHetutuAtitili HelagiTom Dooley Jackson,222.4
4890,100 m,13.33,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Jade Roughan,13.33
4891,200 m,27.94,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Zelda Folau Brown,27.94
4892,400 m,01:04.4,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Zelda Folau Brown,64.4
4893,800 m,02:40.4,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Irene Laufoi,160.4
4894,1500 m,05:50.5,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Judy Tauevihi,350.5
4895,3000 m,13:21.6,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Irene Laufoi,801.6
4896,High jump,1.45,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Taukehehiva Tuhega,1.45
4897,Long jump,4.51,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Zelda Folau Brown,4.51
4898,Triple jump,9.57,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Dinah Lee Jackson,9.57
4899,Shot put,9.26,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,Amanda Tamate,9.26
4900,Discus throw,25.28,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,,25.28
4901,4 × 100 m relay,53.1,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,NiueDinah Lee Jackson (?)Deanna Morgan-MakeaZelda Folau BrownMaryanne Sifaheone,53.1
4902,4 × 400 m relay,04:56.6,Niue,Oceania,https://en.wikipedia.org/wiki/List_of_Niuean_records_in_athletics,NU,-19.054445,-169.867233,Female,NU,NIU,570.0,,296.6
4903,100 m,11.38,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Jonathan McKee,11.38
4904,200 m,22.34,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Jonathan McKee,22.34
4905,400 m,48.63,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Jonathan McKee,48.63
4906,800 m,01:58.0,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Jonathan McKee,118.0
4907,1500 m,04:28.0,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Ben Wieczorek,268.0
4908,3000 m,10:30.0,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Graeme Donaldson,630.0
4909,5000 m,17:41.3,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Graeme Donaldson,1061.3
4910,10000 m,38:42.1,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Trevor Calder,2322.1
4911,Half marathon,1:16:31,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Craig Rawlinson,4591.0
4912,Marathon,3:30:20,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,James Donaldson,12620.0
4913,110 m hurdles,19.1,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Robert Foote,19.1
4914,400 m hurdles,01:24.4,Norfolk Island,Oceania,https://en.wikipedia.org/wiki/List_of_Norfolk_Island_records_in_athletics,NF,-29.040835,167.954712,Male,NF,NFK,574.0,Kenny Christopher,84.4
